"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_156","cod_sat_09",100.01,100.01,"Activo a corto plazo",100.01,"Deudora"
"cod_sat_157","cod_sat_10",101.01,101.01,"Caja y efectivo",101.01,"Deudora"
"cod_sat_158","cod_sat_11",102.01,102.01,"Bancos nacionales",102.01,"Deudora"
"cod_sat_159","cod_sat_11",102.02,102.02,"Bancos extranjeros",102.02,"Deudora"
"cod_sat_160","cod_sat_12",103.01,103.01,"Inversiones temporales",103.01,"Deudora"
"cod_sat_161","cod_sat_12",103.02,103.02,"Inversiones en fideicomisos",103.02,"Deudora"
"cod_sat_162","cod_sat_12",103.03,103.03,"Otras inversiones",103.03,"Deudora"
"cod_sat_163","cod_sat_13",104.01,104.01,"Otros instrumentos financieros",104.01,"Deudora"
"cod_sat_164","cod_sat_14",105.01,105.01,"Clientes nacionales",105.01,"Deudora"
"cod_sat_165","cod_sat_14",105.02,105.02,"Clientes extranjeros",105.02,"Deudora"
"cod_sat_166","cod_sat_14",105.03,105.03,"Clientes nacionales parte relacionada",105.03,"Deudora"
"cod_sat_167","cod_sat_14",105.04,105.04,"Clientes extranjeros parte relacionada",105.04,"Deudora"
"cod_sat_168","cod_sat_15",106.01,106.01,"Cuentas y documentos por cobrar a corto plazo nacional",106.01,"Deudora"
"cod_sat_169","cod_sat_15",106.02,106.02,"Cuentas y documentos por cobrar a corto plazo extranjero",106.02,"Deudora"
"cod_sat_170","cod_sat_15",106.03,106.03,"Cuentas y documentos por cobrar a corto plazo nacional parte relacionada",106.03,"Deudora"
"cod_sat_171","cod_sat_15",106.04,106.04,"Cuentas y documentos por cobrar a corto plazo extranjero parte relacionada",106.04,"Deudora"
"cod_sat_172","cod_sat_15",106.05,106.05,"Intereses por cobrar a corto plazo nacional",106.05,"Deudora"
"cod_sat_173","cod_sat_15",106.06,106.06,"Intereses por cobrar a corto plazo extranjero",106.06,"Deudora"
"cod_sat_174","cod_sat_15",106.07,106.07,"Intereses por cobrar a corto plazo nacional parte relacionada",106.07,"Deudora"
"cod_sat_175","cod_sat_15",106.08,106.08,"Intereses por cobrar a corto plazo extranjero parte relacionada",106.08,"Deudora"
"cod_sat_176","cod_sat_15",106.09,106.09,"Otras cuentas y documentos por cobrar a corto plazo",106.09,"Deudora"
"cod_sat_177","cod_sat_15",106.10,106.10,"Otras cuentas y documentos por cobrar a corto plazo parte relacionada",106.10,"Deudora"
"cod_sat_178","cod_sat_16",107.01,107.01,"Funcionarios y empleados",107.01,"Deudora"
"cod_sat_179","cod_sat_16",107.02,107.02,"Socios y accionistas",107.02,"Deudora"
"cod_sat_180","cod_sat_16",107.03,107.03,"Partes relacionadas nacionales",107.03,"Deudora"
"cod_sat_181","cod_sat_16",107.04,107.04,"Partes relacionadas extranjeros",107.04,"Deudora"
"cod_sat_182","cod_sat_16",107.05,107.05,"Otros deudores diversos",107.05,"Deudora"
"cod_sat_183","cod_sat_17",108.01,108.01,"Estimación de cuentas incobrables nacional",108.01,"Deudora"
"cod_sat_184","cod_sat_17",108.02,108.02,"Estimación de cuentas incobrables extranjero",108.02,"Deudora"
"cod_sat_185","cod_sat_17",108.03,108.03,"Estimación de cuentas incobrables nacional parte relacionada",108.03,"Deudora"
"cod_sat_186","cod_sat_17",108.04,108.04,"Estimación de cuentas incobrables extranjero parte relacionada",108.04,"Deudora"
"cod_sat_187","cod_sat_18",109.01,109.01,"Seguros y fianzas pagados por anticipado nacional",109.01,"Deudora"
"cod_sat_188","cod_sat_18",109.02,109.02,"Seguros y fianzas pagados por anticipado extranjero",109.02,"Deudora"
"cod_sat_189","cod_sat_18",109.03,109.03,"Seguros y fianzas pagados por anticipado nacional parte relacionada",109.03,"Deudora"
"cod_sat_190","cod_sat_18",109.04,109.04,"Seguros y fianzas pagados por anticipado extranjero parte relacionada",109.04,"Deudora"
"cod_sat_191","cod_sat_18",109.05,109.05,"Rentas pagados por anticipado nacional",109.05,"Deudora"
"cod_sat_192","cod_sat_18",109.06,109.06,"Rentas pagados por anticipado extranjero",109.06,"Deudora"
