"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_305","cod_sat_58",178.01,178.01,"Investigación y desarrollo de mercado",178.01,"Deudora"
"cod_sat_306","cod_sat_59",179.01,179.01,"Marcas y patentes",179.01,"Deudora"
"cod_sat_307","cod_sat_60",180.01,180.01,"Crédito mercantil",180.01,"Deudora"
"cod_sat_308","cod_sat_61",181.01,181.01,"Gastos de instalación",181.01,"Deudora"
"cod_sat_309","cod_sat_62",182.01,182.01,"Otros activos diferidos",182.01,"Deudora"
"cod_sat_310","cod_sat_63",183.01,183.01,"Amortización acumulada de gastos diferidos",183.01,"Deudora"
"cod_sat_311","cod_sat_63",183.02,183.02,"Amortización acumulada de gastos pre operativos",183.02,"Deudora"
"cod_sat_312","cod_sat_63",183.03,183.03,"Amortización acumulada de regalías, asistencia técnica y otros gastos diferidos",183.03,"Deudora"
"cod_sat_313","cod_sat_63",183.04,183.04,"Amortización acumulada de activos intangibles",183.04,"Deudora"
"cod_sat_314","cod_sat_63",183.05,183.05,"Amortización acumulada de gastos de organización",183.05,"Deudora"
"cod_sat_315","cod_sat_63",183.06,183.06,"Amortización acumulada de investigación y desarrollo de mercado",183.06,"Deudora"
"cod_sat_316","cod_sat_63",183.07,183.07,"Amortización acumulada de marcas y patentes",183.07,"Deudora"
"cod_sat_317","cod_sat_63",183.08,183.08,"Amortización acumulada de crédito mercantil",183.08,"Deudora"
"cod_sat_318","cod_sat_63",183.09,183.09,"Amortización acumulada de gastos de instalación",183.09,"Deudora"
"cod_sat_319","cod_sat_63",183.10,183.10,"Amortización acumulada de otros activos diferidos",183.01,"Deudora"
"cod_sat_320","cod_sat_64",184.01,184.01,"Depósitos de fianzas",184.01,"Deudora"
"cod_sat_321","cod_sat_64",184.02,184.02,"Depósitos de arrendamiento de bienes inmuebles",184.02,"Deudora"
"cod_sat_322","cod_sat_64",184.03,184.03,"Otros depósitos en garantía",184.03,"Deudora"
"cod_sat_323","cod_sat_65",185.01,185.01,"Impuestos diferidos ISR",185.01,"Deudora"
"cod_sat_324","cod_sat_66",186.01,186.01,"Cuentas y documentos por cobrar a largo plazo nacional",186.01,"Deudora"
"cod_sat_325","cod_sat_66",186.02,186.02,"Cuentas y documentos por cobrar a largo plazo extranjero",186.02,"Deudora"
"cod_sat_326","cod_sat_66",186.03,186.03,"Cuentas y documentos por cobrar a largo plazo nacional parte relacionada",186.03,"Deudora"
"cod_sat_327","cod_sat_66",186.04,186.04,"Cuentas y documentos por cobrar a largo plazo extranjero parte relacionada",186.04,"Deudora"
"cod_sat_328","cod_sat_66",186.05,186.05,"Intereses por cobrar a largo plazo nacional",186.05,"Deudora"
"cod_sat_329","cod_sat_66",186.06,186.06,"Intereses por cobrar a largo plazo extranjero",186.06,"Deudora"
"cod_sat_330","cod_sat_66",186.07,186.07,"Intereses por cobrar a largo plazo nacional parte relacionada",186.07,"Deudora"
