"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_752","cod_sat_121",602.81,602.81,"Fletes del extranjero",602.81,"Deudora"
"cod_sat_753","cod_sat_121",602.82,602.82,"Recolección de bienes del sector agropecuario y/o ganadero",602.82,"Deudora"
"cod_sat_754","cod_sat_121",602.83,602.83,"Gastos no deducibles (sin requisitos fiscales)",602.83,"Deudora"
"cod_sat_755","cod_sat_121",602.84,602.84,"Otros gastos de venta",602.84,"Deudora"
"cod_sat_756","cod_sat_121",603.01,603.01,"Sueldos y salarios",603.01,"Deudora"
"cod_sat_757","cod_sat_121",603.02,603.02,"Compensaciones",603.02,"Deudora"
"cod_sat_758","cod_sat_121",603.03,603.03,"Tiempos extras",603.03,"Deudora"
"cod_sat_759","cod_sat_121",603.04,603.04,"Premios de asistencia",603.04,"Deudora"
"cod_sat_760","cod_sat_121",603.05,603.05,"Premios de puntualidad",603.05,"Deudora"
"cod_sat_761","cod_sat_121",603.06,603.06,"Vacaciones",603.06,"Deudora"
"cod_sat_762","cod_sat_121",603.07,603.07,"Prima vacacional",603.07,"Deudora"
"cod_sat_763","cod_sat_121",603.08,603.08,"Prima dominical",603.08,"Deudora"
"cod_sat_764","cod_sat_121",603.09,603.09,"Días festivos",603.09,"Deudora"
"cod_sat_765","cod_sat_121",603.10,603.10,"Gratificaciones",603.10,"Deudora"
"cod_sat_766","cod_sat_121",603.11,603.11,"Primas de antigüedad",603.11,"Deudora"
"cod_sat_767","cod_sat_121",603.12,603.12,"Aguinaldo",603.12,"Deudora"
"cod_sat_768","cod_sat_121",603.13,603.13,"Indemnizaciones",603.13,"Deudora"
"cod_sat_769","cod_sat_121",603.14,603.14,"Destajo",603.14,"Deudora"
"cod_sat_770","cod_sat_121",603.15,603.15,"Despensa",603.15,"Deudora"
"cod_sat_771","cod_sat_121",603.16,603.16,"Transporte",603.16,"Deudora"
"cod_sat_772","cod_sat_121",603.17,603.17,"Servicio médico",603.17,"Deudora"
"cod_sat_773","cod_sat_121",603.18,603.18,"Ayuda en gastos funerarios",603.18,"Deudora"
"cod_sat_774","cod_sat_121",603.19,603.19,"Fondo de ahorro",603.19,"Deudora"
"cod_sat_775","cod_sat_121",603.20,603.20,"Cuotas sindicales",603.20,"Deudora"
"cod_sat_776","cod_sat_121",603.21,603.21,"PTU",603.21,"Deudora"
"cod_sat_777","cod_sat_121",603.22,603.22,"Estímulo al personal",603.22,"Deudora"
"cod_sat_778","cod_sat_121",603.23,603.23,"Previsión social",603.23,"Deudora"
"cod_sat_779","cod_sat_121",603.24,603.24,"Aportaciones para el plan de jubilación",603.24,"Deudora"
"cod_sat_780","cod_sat_121",603.25,603.25,"Otras prestaciones al personal",603.25,"Deudora"
"cod_sat_781","cod_sat_121",603.26,603.26,"Cuotas al IMSS",603.26,"Deudora"
"cod_sat_782","cod_sat_121",603.27,603.27,"Aportaciones al infonavit",603.27,"Deudora"
"cod_sat_783","cod_sat_121",603.28,603.28,"Aportaciones al SAR",603.28,"Deudora"
"cod_sat_784","cod_sat_121",603.29,603.29,"Impuesto estatal sobre nóminas",603.29,"Deudora"
"cod_sat_785","cod_sat_121",603.30,603.30,"Otras aportaciones",603.30,"Deudora"
"cod_sat_786","cod_sat_121",603.31,603.31,"Asimilados a salarios",603.31,"Deudora"
"cod_sat_787","cod_sat_121",603.32,603.32,"Servicios administrativos",603.32,"Deudora"
"cod_sat_788","cod_sat_121",603.33,603.33,"Servicios administrativos partes relacionadas",603.33,"Deudora"
"cod_sat_789","cod_sat_121",603.34,603.34,"Honorarios a personas físicas residentes nacionales",603.34,"Deudora"
"cod_sat_790","cod_sat_121",603.35,603.35,"Honorarios a personas físicas residentes nacionales partes relacionadas",603.35,"Deudora"
"cod_sat_791","cod_sat_121",603.36,603.36,"Honorarios a personas físicas residentes del extranjero",603.36,"Deudora"
"cod_sat_792","cod_sat_121",603.37,603.37,"Honorarios a personas físicas residentes del extranjero partes relacionadas",603.37,"Deudora"
"cod_sat_793","cod_sat_121",603.38,603.38,"Honorarios a personas morales residentes nacionales",603.38,"Deudora"
"cod_sat_794","cod_sat_121",603.39,603.39,"Honorarios a personas morales residentes nacionales partes relacionadas",603.39,"Deudora"
"cod_sat_795","cod_sat_121",603.40,603.40,"Honorarios a personas morales residentes del extranjero",603.40,"Deudora"
"cod_sat_796","cod_sat_121",603.41,603.41,"Honorarios a personas morales residentes del extranjero partes relacionadas",603.41,"Deudora"
"cod_sat_797","cod_sat_121",603.42,603.42,"Honorarios aduanales personas físicas",603.42,"Deudora"
"cod_sat_798","cod_sat_121",603.43,603.43,"Honorarios aduanales personas morales",603.43,"Deudora"
"cod_sat_799","cod_sat_121",603.44,603.44,"Honorarios al consejo de administración",603.44,"Deudora"
"cod_sat_800","cod_sat_121",603.45,603.45,"Arrendamiento a personas físicas residentes nacionales",603.45,"Deudora"
"cod_sat_801","cod_sat_121",603.46,603.46,"Arrendamiento a personas morales residentes nacionales",603.46,"Deudora"
