"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_901","cod_sat_123",604.64,604.64,"Asistencia técnica",604.64,"Deudora"
"cod_sat_902","cod_sat_123",604.65,604.65,"Regalías sujetas a otros porcentajes",604.65,"Deudora"
"cod_sat_903","cod_sat_123",604.66,604.66,"Regalías sujetas al 5%",604.66,"Deudora"
"cod_sat_904","cod_sat_123",604.67,604.67,"Regalías sujetas al 10%",604.67,"Deudora"
"cod_sat_905","cod_sat_123",604.68,604.68,"Regalías sujetas al 15%",604.68,"Deudora"
"cod_sat_906","cod_sat_123",604.69,604.69,"Regalías sujetas al 25%",604.69,"Deudora"
"cod_sat_907","cod_sat_123",604.70,604.70,"Regalías sujetas al 30%",604.70,"Deudora"
"cod_sat_908","cod_sat_123",604.71,604.71,"Regalías sin retención",604.71,"Deudora"
"cod_sat_909","cod_sat_123",604.72,604.72,"Fletes y acarreos",604.72,"Deudora"
"cod_sat_910","cod_sat_123",604.73,604.73,"Gastos de importación",604.73,"Deudora"
"cod_sat_911","cod_sat_123",604.74,604.74,"Patentes y marcas",604.74,"Deudora"
"cod_sat_912","cod_sat_123",604.75,604.75,"Uniformes",604.75,"Deudora"
"cod_sat_913","cod_sat_123",604.76,604.76,"Prediales",604.76,"Deudora"
"cod_sat_914","cod_sat_123",604.77,604.77,"Gastos de fabricación de urbanización",604.77,"Deudora"
"cod_sat_915","cod_sat_123",604.78,604.78,"Gastos de fabricación de construcción",604.78,"Deudora"
"cod_sat_916","cod_sat_123",604.79,604.79,"Fletes del extranjero",604.79,"Deudora"
"cod_sat_917","cod_sat_123",604.80,604.80,"Recolección de bienes del sector agropecuario y/o ganadero",604.80,"Deudora"
"cod_sat_918","cod_sat_123",604.81,604.81,"Gastos no deducibles (sin requisitos fiscales)",604.81,"Deudora"
"cod_sat_919","cod_sat_123",604.82,604.82,"Otros gastos de fabricación",604.82,"Deudora"
"cod_sat_920","cod_sat_123",605.01,605.01,"Mano de obra",605.01,"Deudora"
"cod_sat_921","cod_sat_123",605.02,605.02,"Sueldos y Salarios",605.02,"Deudora"
"cod_sat_922","cod_sat_123",605.03,605.03,"Compensaciones",605.03,"Deudora"
"cod_sat_923","cod_sat_123",605.04,605.04,"Tiempos extras",605.04,"Deudora"
"cod_sat_924","cod_sat_123",605.05,605.05,"Premios de asistencia",605.05,"Deudora"
"cod_sat_925","cod_sat_123",605.06,605.06,"Premios de puntualidad",605.06,"Deudora"
"cod_sat_926","cod_sat_123",605.07,605.07,"Vacaciones",605.07,"Deudora"
"cod_sat_927","cod_sat_123",605.08,605.08,"Prima vacacional",605.08,"Deudora"
"cod_sat_928","cod_sat_123",605.09,605.09,"Prima dominical",605.09,"Deudora"
"cod_sat_929","cod_sat_123",605.10,605.10,"Días festivos",605.10,"Deudora"
"cod_sat_930","cod_sat_123",605.11,605.11,"Gratificaciones",605.11,"Deudora"
"cod_sat_931","cod_sat_123",605.12,605.12,"Primas de antigüedad",605.12,"Deudora"
